OBA_ID	Sample_ID	Station	Depth	Size fraction	Latitude	Longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
968	TARA_N000002745	TARA_151	SRF	[5-20µm]	36.1399	-28.9689	TARA_151_SRF_5-20	TARA_151	ERS494545	ERR1712203|ERR1726847|ERR1755915	SAMEA2732085	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002745	2012-03-09T12:42	-3608	17.303005	36.229605	26.38564	255.949	0.0132	5	25.606869	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	47.639144897461	0.00012862693984062			12.299755			8.09894	0.019	0.0125		0.6545	56	79	122	57	256	290	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1399	-28.9689	0	winter	late	-0.157861	0.025897	37.583333
969	TARA_N000002749	TARA_151	SRF	[20-180µm]	36.15	-28.9989	TARA_151_SRF_20-180	TARA_151	ERS494540	ERR1726744|ERR1719220|ERR1755901	SAMEA2732056	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002749	2012-03-09T11:11	-3478	17.303005	36.229605	26.38564	387.5094	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	46.156766891479	0.00011089882536908			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.15	-28.9989	0	winter	late	-0.157861	0.025897	37.583333
971	TARA_N000002795	TARA_152	MES	[0.8-3µm]	43.7182	-16.8714	TARA_152_MES_0.8-3	TARA_152	ERS494623	ERR868434|ERR1879742	SAMEA2623914	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002795	2012-03-19T14:59	-4066	10.167675	35.570583	27.385592	615.9903	0	800	0	174.851333	17.58633	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.771827697754	0.00018268534040544											138	24	922	13	883	922	0.542868	0.574202	6000.363223	6.774179828	19541	0.729673172									43.7182	-16.8714	0	winter	late	-0.093316	0.033926	6.083333
972	TARA_N000002796	TARA_152	MES	[>3µm]	43.7182	-16.8714	TARA_152_MES_3->	TARA_152	ERS494624	ERR1879746	SAMEA2623915	SEQ-(100L-or-15min)_W>3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	3	>3.00	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002796	2012-03-19T14:59	-4066	10.167675	35.570583	27.385592	615.9903	0	800	0	174.851333	17.58633	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.771827697754	0.00018268534040544											138	24	922	13	883	922	0.542868	0.574202	6000.363223	6.774179828	19541	0.729673172									43.7182	-16.8714	0	winter	late	-0.093316	0.033926	6.083333
973	TARA_X000000954	TARA_009	SRF	[0.8-5µm]	39.1633	5.916	TARA_009_SRF_0.8-5	TARA_009	ERS488122	ERR1711932|ERR868407|ERR562566|ERR1711995	SAMEA2619534	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_X000000954	2009-09-28T12:18	-2913	24.4828	37.8042	25.621	156.9683	0.0058	9	19.939398			0.00138773	0.015086659	0.048709321	0.01675451		240.841	35.93962097168	8.3104867371731E-5	0	0.0003		0.0003	0						25	54	35				0.600831	0.52087	3982.789601	6.62496839	15315.1	0.749529591	0	0	0.0003	0	0.0016	0	0.0089	0	39.1633	5.916	0	autumn	early	0.021447	0.190651	0
974	TARA_N000002797	TARA_152	MIX	[5-20µm]	43.7056	-16.8794	TARA_152_MIX_5-20	TARA_152	ERS494673	ERR1719237|ERR1755989|ERR1719275|ERR1726545	SAMEA2623961	SEQ-(500mL-or-15min)_W5-20	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002797	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	618.2719	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.771827697754	0.00018268534040544							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
975	TARA_N000002791	TARA_152	MIX	[0.8-5µm]	43.7056	-16.8794	TARA_152_MIX_0.8-5	TARA_152	ERS494670	ERR1756164|ERR1719426|ERR868375|ERR1719247	SAMEA2623958	SEQ-(100L-or-15min)_W0.8-5	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002791	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	618.2719	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.771827697754	0.00018268534040544							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
976	TARA_N000002775	TARA_152	MIX	[>0.8µm]	43.7056	-16.8794	TARA_152_MIX_0.8->	TARA_152	ERS494666	ERR1719460|ERR1726629|ERR1719472|ERR1879946	SAMEA2623954	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002775	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	618.2719	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.771827697754	0.00018268534040544							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
977	TARA_N000002783	TARA_152	MIX	[20-180µm]	43.7421	-16.9002	TARA_152_MIX_20-180	TARA_152	ERS494686	ERR1726947|ERR1719490|ERR1719458|ERR1755898	SAMEA2731893	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002783	2012-03-20T15:03	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			71.400001525879	0.00015399999392685							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7421	-16.9002	0	spring	early	-0.093316	0.033926	6.083333
978	TARA_N000002779	TARA_152	MIX	[180-2000µm]	43.8081	-16.8886	TARA_152_MIX_180-2000	TARA_152	ERS494682	ERR1756049	SAMEA2731889	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002779	2012-03-20T13:14	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.170358	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.800003051758	0.00019000000611413							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.8081	-16.8886	0	spring	early	-0.093316	0.033926	6.083333
979	TARA_N000002803	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494662	ERR1726707|ERR1711934|ERR1712010|ERR1879933	SAMEA2623950	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002803	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.800003051758	0.00019000000611413							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
980	TARA_N000002482	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494660	ERR1719305|ERR1726972|ERR1719398|ERR1879682	SAMEA2623948	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002482	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.800003051758	0.00019000000611413							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
981	TARA_N000002480	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494658	ERR1726761|ERR1719178|ERR1879806|ERR1719417	SAMEA2623946	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002480	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.800003051758	0.00019000000611413							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
982	TARA_N000002789	TARA_152	SRF	[0.8-5µm]	43.6792	-16.8344	TARA_152_SRF_0.8-5	TARA_152	ERS494594	ERR868445|ERR1756280|ERR1719353	SAMEA2623901	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002789	2012-03-19T08:18	-3940	14.31675	35.99167	26.88634	614.5118	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.685134887695	0.00020051553292433			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6792	-16.8344	0	winter	late	-0.093316	0.033926	6.083333
983	TARA_N000002773	TARA_152	SRF	[>0.8µm]	43.6792	-16.8344	TARA_152_SRF_0.8->	TARA_152	ERS494592	ERR1879948|ERR1719331|ERR1726980	SAMEA2623899	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002773	2012-03-19T08:18	-3940	14.31675	35.99167	26.88634	614.5118	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.685134887695	0.00020051553292433			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6792	-16.8344	0	winter	late	-0.093316	0.033926	6.083333
984	TARA_X000001010	TARA_009	DCM	[180-2000µm]	39.0862	5.78	TARA_009_DCM_180-2000	TARA_009	ERS488139	ERR1726557|ERR562712|ERR1726839	SAMEA2656976	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_X000001010	2009-09-28T15:22	-2866	15.8045	37.7984	27.94925	157.8376	0.4575	60	0.878892			0.00138773	0.015086659	0.048709321	0.01675451		240.841	36.916410446167	6.7682569351746E-5	0.002	0.0067		0.0169	0.0071							56	25				0.600831	0.52087	4462.68593	6.907613079	15318.4	0.742404217	0.01	0.0124	0.0067	0.0025	0.0557	0.0014	0.0569	0	39.0862	5.78	0	autumn	early	0.021447	0.190651	0
985	TARA_N000002785	TARA_152	SRF	[5-20µm]	43.6858	-16.8474	TARA_152_SRF_5-20	TARA_152	ERS494606	ERR1879943|ERR1726861|ERR1879842	SAMEA2731676	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002785	2012-03-19T09:58	-3940	14.31675	35.99167	26.88634	614.5118	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.229690551758	0.00020374979067128			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6858	-16.8474	0	winter	late	-0.093316	0.033926	6.083333
986	TARA_N000002781	TARA_152	SRF	[20-180µm]	43.6904	-16.8544	TARA_152_SRF_20-180	TARA_152	ERS494612	ERR1726635|ERR1719362|ERR1756188	SAMEA2731859	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002781	2012-03-19T11:20	-3940	14.31675	35.99167	26.88634	614.5118	0.12096	5	10.059581	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.771842956543	0.00018268534040544			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6904	-16.8544	0	winter	late	-0.093316	0.033926	6.083333
987	TARA_N000002777	TARA_152	SRF	[180-2000µm]	43.6825	-16.8412	TARA_152_SRF_180-2000	TARA_152	ERS494602	ERR1719239|ERR1726553|ERR1756326	SAMEA2731672	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002777	2012-03-19T09:09	-3863	14.31675	35.99167	26.88634	615.4791	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.229690551758	0.00020374979067128			13.598671			8.094865	0.3105	0.1595	2.159	1.236	151	26	998	21	831	346	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6825	-16.8412	0	winter	late	-0.093316	0.033926	6.083333
988	TARA_N000002821	TARA_153	MIX	[0.8-5µm]	44.0497	-16.6034	TARA_153_MIX_0.8-5	TARA_153	ERS494709	ERR868410|ERR1756026	SAMEA2623987	SEQ-(100L-or-15min)_W0.8-5	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002821	2012-03-24T08:13	-3687	13.93922	35.92682	26.917305	601.3307	0.06645	25	1.046765	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0497	-16.6034	0	spring	early	0.176339	0.064908	0
989	TARA_N000002825	TARA_153	MIX	[>0.8µm]	44.0497	-16.6034	TARA_153_MIX_0.8->	TARA_153	ERS494707	ERR1726821|ERR1719182|ERR1719201|ERR1879733|ERR1879737	SAMEA2623985	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002825	2012-03-24T08:13	-3687	13.93922	35.92682	26.917305	601.3307	0.06645	25	1.046765	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0497	-16.6034	0	spring	early	0.176339	0.064908	0
990	TARA_N000002817	TARA_153	MIX	[5-20µm]	44.0497	-16.6034	TARA_153_MIX_5-20	TARA_153	ERS494711	ERR1756020|ERR1756328|ERR1712210|ERR1712037|ERR1726756	SAMEA2623989	SEQ-(500mL-or-15min)_W5-20	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002817	2012-03-24T08:13	-3687	13.93922	35.92682	26.917305	601.3307	0.06645	25	1.046765	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0497	-16.6034	0	spring	early	0.176339	0.064908	0
991	TARA_N000002813	TARA_153	MIX	[20-180µm]	44.074	-16.547	TARA_153_MIX_20-180	TARA_153	ERS494726	ERR1719151|ERR1719264|ERR1726653|ERR1756176	SAMEA2731730	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002813	2012-03-24T11:50	-3716	13.87241	35.91333	26.92118	598.7551	0.0609	25	1.170434	243.4647	2.068098	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	99	39	5	164	914	211															44.074	-16.547	0	spring	early	0.176339	0.064908	0
992	TARA_N000002809	TARA_153	MIX	[180-2000µm]	44.0852	-16.5645	TARA_153_MIX_180-2000	TARA_153	ERS494720	ERR1719339|ERR1719341|ERR1756205|ERR1726532	SAMEA2731729	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002809	2012-03-24T10:34	-3687	13.93922	35.92682	26.917305	601.3307	0.06645	25	1.017205	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0852	-16.5645	0	spring	early	0.176339	0.064908	0
993	TARA_N000002819	TARA_153	MIX	[0.8-5µm]	44.0342	-16.5455	TARA_153_MIX_0.8-5	TARA_153	ERS494743	ERR1719506|ERR868429|ERR1879930	SAMEA2624011	SEQ-(100L-or-15min)_W0.8-5	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002819	2012-03-24T15:49	-3669	13.410555	35.83324	26.956965	596.1715	0.0132	100	2.3E-5	244.0327	4.355658	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	106	44	3	211	156	221															44.0342	-16.5455	0	spring	early	0.176339	0.064908	0
994	TARA_N000002823	TARA_153	MIX	[>0.8µm]	44.0342	-16.5455	TARA_153_MIX_0.8->	TARA_153	ERS494741	ERR1719174|ERR1726919|ERR1879873|ERR1879757	SAMEA2624009	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002823	2012-03-24T15:49	-3669	13.410555	35.83324	26.956965	596.1715	0.0132	100	2.3E-5	244.0327	4.355658	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	106	44	3	211	156	221															44.0342	-16.5455	0	spring	early	0.176339	0.064908	0
995	TARA_X000001040	TARA_009	DCM	[0.8-5µm]	39.0609	5.9422	TARA_009_DCM_0.8-5	TARA_009	ERS488150	ERR1712075|ERR868473|ERR562475|ERR1712097	SAMEA2619551	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_X000001040	2009-09-28T16:59	-2866	15.9708	37.68195	27.81605	157.8376	0.4575	55	1.233359			0.00138773	0.015086659	0.048709321	0.01675451		240.841	35.804248809815	8.1015790783567E-5	0.002	0.0067		0.0169	0.0071							56	25				0.600831	0.52087	4462.68593	6.907613079	15318.4	0.742404217	0.01	0.0124	0.0067	0.0025	0.0557	0.0014	0.0569	0	39.0609	5.9422	0	autumn	early	0.021447	0.190651	0
996	TARA_N000002811	TARA_153	MIX	[20-180µm]	44.0722	-16.4987	TARA_153_MIX_20-180	TARA_153	ERS494754	ERR1726803|ERR1719263|ERR1879741	SAMEA2731935	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002811	2012-03-24T18:52	-4004	13.401785	35.832065	26.95771	619.621	0.0132	100	3.6E-5	244.0315	4.238209	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	158	13	235	13	525	525															44.0722	-16.4987	0	winter	late	0.176339	0.064908	0
997	TARA_N000002807	TARA_153	MIX	[180-2000µm]	44.0722	-16.4987	TARA_153_MIX_180-2000	TARA_153	ERS494752	ERR1879839|ERR1726941	SAMEA2731933	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002807	2012-03-24T18:52	-4004	13.401785	35.832065	26.95771	619.621	0.0132	100	3.6E-5	244.0315	4.238209	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	158	13	235	13	525	525															44.0722	-16.4987	0	winter	late	0.176339	0.064908	0
998	TARA_A100000693	TARA_021	ZZZ	[180-2000µm]	37.5145	17.3062	TARA_021_ZZZ_180-2000	TARA_021	ERS488434	ERR1755984	SAMEA2731098	SEQ-(500mL-or-15min)_N180-2000	ZZZ	[ZZZ] marine water layer (ENVO:01000295)	180	2000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_A100000693	2009-11-15T10:31	-2501	14.374525	38.783687	29.051163	110.3662	0.0036	0-500	0	189.412875		0.001387966	0.004392572	0.03165479	0.043804581			54.5712890625	5.9670801419998E-5	0.00165	0.0167		0.034	0		0.003575	0.000575	0.131	0.8355	50	75	61	56	831								0.02705	0.00515	0.0167	0.0008	0.10315	0.0017	0.05595	0	37.5145	17.3062	0	autumn	middle	1.088991	0.18419	0
999	TARA_N000000051	TARA_039	FSW	[0.8-5µm]	18.5745	66.4895	TARA_039_FSW_0.8-5	TARA_039	ERS488910	ERR868484|ERR1712065|ERR1711916|ERR868368|ERR1879887	SAMEA2730749	SEQ-(100L-or-15min)_W0.8-5	FSW	[FSW] filtered sea water, used to control protocols	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000051	2010-03-18T09:40		27.16077	36.312225	23.65536		0.02364	2	28.00943	192.77285	0	0.00138772	0.0255102	0.004728645	0.003323513			81.263385772705	0.00022889704268891	0	0.0035		0.0034	0		0.0065	0.2335	0.0425	1.515													0.0054	0.0025	0.0035	0	0.0158	0	0.07315	0	18.5745	66.4895	0	unknown	unknown	0.403157		2.25
1000	TARA_N000000052	TARA_039	FSW	[0.8-5µm]	18.5745	66.4895	TARA_039_FSW_0.8-5	TARA_039	ERS488908	ERR1711991|ERR1879701|ERR1711880	SAMEA2730747	SEQ-(100L-or-15min)_W0.8-5	FSW	[FSW] filtered sea water, used to control protocols	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000052	2010-03-18T09:40		27.16077	36.312225	23.65536		0.02364	2	28.00943	192.77285	0	0.00138772	0.0255102	0.004728645	0.003323513			81.263385772705	0.00022889704268891	0	0.0035		0.0034	0		0.0065	0.2335	0.0425	1.515													0.0054	0.0025	0.0035	0	0.0158	0	0.07315	0	18.5745	66.4895	0	unknown	unknown	0.403157		2.25
